senseid	   sense	sense_coll	sense_trans	headid
30396003	lively		хөгжилтэй	303960
30396004		laughter	баяр хөөртэй	303960
30396005		street	гэрэл гэгээтэй	303960
30396006	carefree		хайхрамжгүй	303960
30396301			ширтэх	303963
30397001	abbrev grievous bodily harm			303970
30397101	abbrev = General Certificate of Secondary Educatio		Ерөнхий боловсролын гэрчилгээ	303971
30397201	abbrev = gross domestic product		ДНБ (Дотоодын хийт бүтээгдэхүүн)	303972
30397301	equipment		тоноглол	303973
30397302	possessions		хэрэгсэл	303973
30397303	clothes		хувцас	303973
30397304			араа	303973
30397305			шүдэт дугуй,  араат дугуй	303973
30397901	in surprise		хөөх!	303979
30397902	in disappointment, commiseration		ээ!	303979
30398101	for bath, hair		гель	303981
30398601			засмал эрдэнийн чулуу	303986
30398602		person	алт шиг хүн	303986
30398801			мэдээлэл	303988
30407201			газар зүйч	304072
30409201			чичүүл	304092
30411601			тээ	304116
30411602		idea	төр	304116
30412101		salary, pension, permission, divorce, licence,tick, taxi	ав	304121
30412102	receive	letter, grant,channel, call, message	хүлээн ав	304121
30412103	fetch	drink, help	авч ир	304121
30412104		job	ол	304121
30412105		station, stage, condition, time, place	Nicd хүр	304121
30412106		flu, poisoning, cold, cough,disease, virus	өвд	304121
30412107			бол	304121
30412108				304121
30415401			Гана	304154
30415601			хуруун өргөст хэмх	304156
30415901	spectre		сүнс	304159
30415902	fail to work		найдваргүй болох	304159
30416701	abbrev = General Headquarters		Ерөнхий командлал	304167
30416901			аврага том биетэн	304169
30417201		person	бавтна	304172
30417202		monkey	чөл чол хий	304172
30417701	dizziness		толгой эргэх, нүд эрээлжлэх	304177
30417702	frivolity		хөнгөмсөг зан	304177
30418001	present		бэлэг	304180
30418002	donation		хандив	304180
30418003	talent		авъяас	304180
30418601			тоглолт, концерт (дагшаа, рок хөгжмийн)	304186
30418602	carriage		хоёр дугуйтай морин тэрэг	304186
30419101	pret, pp gilded буюу gilt		алтад, алтаар бүр	304191
30420001			модны гар өрөм	304200
30420301			жин (архи)	304203
30422001	=gypsy			304220
30422101			анааш	304221
30423501			гол агуулга, гол утга	304235
30423601			сунах чанар	304236
30425501			шувууны булчинт ходоод	304255
30425601			мөсөн гол	304256
30429901	of light		гялсхийх	304299
30429902	of sunshine		туяарах	304299
30429903	of gold, polished surface		гялалзах	304299
30429904	of water		гялбаа	304299
30430501			сайхан бурдаг	304305
30432301			тавла, бах хана	304323
30436201			глюкоз	304362
30437601			глицерин	304376
30437801	abbrev = Greenwich Mean Time		Гринвичийн цаг	304378
30437901		tree	уртай	304379
30437902		finger	мооног	304379
30438501	goblin		гном	304385
30438601	abbrev = gross national product		ҮНБ (Үндэсний Нийт Бүтээгдэхүүн)	304386
30442501			үзүүртэй шилбүүр	304425
30442502			түлхэц	304425
30443701	cry of turkey		гуагалах	304437
30444601			бурхан	304446
30444602			сахиус, шүтээн	304446
30446601	=go			304466
30446901		person	нүдээ бүлтийлгэн хар	304469
30447401	departure		явах, одох	304474
30447402	progress			304474
30447403	on journey		удаан явсан, аажуу явсан	304474
30447404	at work		ажлын явц удаан байсан	304474
30447405	condition of ground		газрын байдал	304474
30447406	conditions			304474
30448001			Голаны өндөрлөг	304480
30452501	boat		гондол завь, Венец завь	304525
30452502	under airship, balloon		дүүжин сагс	304525
30452503	cable car		дүүжин тэрэг	304525
30452504	also gondola car		ачааны задгай вагон	304525
30452505	barge		завь (том)	304525
30453201	virtue		сайн юм, сайн сайхан, тус, буян	304532
30453202	benefit		ашиг тус, тус, ашиг	304532
30453203	use			304532
30453204	profit			304532
30457201	blood		цус нөж	304572
30458001			бурхан минь!	304580
30459301	get			304593
30459801	dig		нүх гарга, цоол	304598
30460201		country, state, city	удирд, жолоод	304602
30460202		colony, province	захир	304602
30460203	control	use, conduct, treatment	хяна, хяналт тавь	304602
30460204	determine	decision, development	тодорхойл	304602
30460205		feelings, temper	тэвч	304602
30460206			захир	304602
30460207			тохируул	304602
30461801	for evening wear		гоёлын даашинз	304618
30461802	of judge, academic		ёслолын өмсгөл, ямбаны өмсгөл	304618
30461803	of surgeon		халаад	304618
30461804	of patient		эмнэлгийн хувцас	304618
30462001	abbrev = General Post Office		Төв шуудан	304620
30462002	abbrev = Government Printing Office		Засгийн газрын хэвлэх үйлдвэр	304620
30462301	snatch		шүүрэх, шүүрч авах	304623
30462302	on excavator		хутгуур (шанага)	304623
30479101	lubricant		тослох материал	304791
30479102	black		хар тос	304791
30479103	fat		өөхөн тос	304791
30479104	dirt		зунгаг	304791
30479105	from hair		тослог	304791
30487801	grating		тор	304878
30487802			шоон бүтэц, торон бүтэц	304878
30487803	pattern		солбицол	304878
30487804	of street layout		бүдүүвч зураг	304878
30487805	network		сүлжээ	304878
30487806	in motor racing		гарааны шугам	304878
30493701	of pain, despair		ёолох, гийнах	304937
30493702	of disgust, protest		гаслах, гангинах, гонгинох	304937
30504001	, zoology ,		авгалдай	305040
30504002	in fruit		хорхой	305040
30504003	food		идэх юм, хоол	305040
30506301	warranty, document		баталгаа, батламж бичиг, батлан даалт	305063
30506302	assurance		батлах, даах	305063
30506303	, law , of financial liability, sb's debts		батлан даалт, баталгаа	305063
30506304	security, cash		баталгаа	305063
30506305	object		барьцаа	305063
30506306		money		305063
30506307		object	барьцаа болгон үлдээх, барьцаа болгон өгөх	305063
30508101	, geography ,		Гернси арал	305081
30509801			дэмий балай яриа, дэмий хоосон яриа	305098
30510001	advice		удирдамж, чиглэл	305100
30512701			Персийн булан, Мексикийн булан	305127
30513901	, anatomy ,		буйл	305139
30513902	also chewing gum		бохь	305139
30513903	adhesive		цавуу	305139
30513904	resin		давирхай	305139
30514601	weapon, GEN		галт зэвсэг	305146
30514602	revolver		гар буу	305146
30514603	rifle		буу	305146
30514604	cannon		их буу	305146
30514605	tool		шүршигч	305146
30516901	of water		пол полхийх	305169
30516902	of baby		шулганаан	305169
30517201	of liquid		сад тавих, олгойдох	305172
30518001	abdomen, belly		гэдэс, гүзээ	305180
30518002	, anatomy , intestine		нарийн гэдэс	305180
30518003	for racket		утас, чавхдас	305180
30518004	for bow		хөвч	305180
30519301	GB		хүн гуай, эрхэм ээ	305193
30519401	man		хархүү, залуу	305194
30519402	in films etc			305194
30519403	to men, mixed group			305194
30519404	to women			305194
30519405	also guy  rope		татуурга, уяа, оосор	305194
30519701			хомхойрон ид, ховдоглон ид, хомхойрон уу, хов	305197
30519901	abbrev = gymnasium		биеийн тамирын заал, биеийн тамирын танхим	305199
30519902	abbrev = gymnastics		биеийн тамирын дасгал (сургууль)	305199
30520701			эмэгтэйчүүдийн эмч	305207
40000401			худалдагч	400004
40002001	, pejorative , writer		оронцоглогч, оромдогч	400020
40004001	have			400040
40004301	GB		цусан булдуу, цус хурах	400043
40004401	US		цусан булдуу, цус хурах	400044
40005801	witch		шулам	400058
40006201	, literal ,		мөндөр	400062
40006202	FIG, of bullets		мөндөр	400062
40006203	of insults		үгээр дайрах	400062
40010501	, zoology , of the family M. Merluccius		цурхайлаг мерлуц	400105
40010502	CULUN		мерлуц загас	400105
40010601		time, period	амгалан өдрүүд	400106
40016401			падтус загас	400164
40019501	, culinary ,		гахайн утсан  хаа, давласан хаа	400195
40019502	of animal		гуя, хонго	400195
40019503	poor actor		авъяасгүй жүжигчин	400195
40019504	also radio		радио сонирхогч	400195
40021301			гар	400213
40031501	GB abbrev		halfpenny	400315
40031601			эмх цэгцгүй, дэс дараагүй	400316
40031801	, literary ,		азгүй,заяагүй, золгүй	400318
40042201	=have			400422
40045101			ихэмсэгээр,дээрэнгүү	400451
40046301			Гавана	400463
40048001	, botany ,		долоогоно	400480
40048801			өвс	400488
40049601	risk		аюул,эрсдэл	400496
40049602	chance		аз үзэх,аз турших	400496
40050501	(abbrev=high-definition television)		өндөр ялгацтай телевиз	400505
40050801			толгой,тэргүүн	400508
40050802	mind		толгой,ой,ухаан	400508
40050803	leader, of family,church, agency		тэргүүн	400508
40050804	of social service,organization		дарга	400508
40050806	top end, of bed, procession		толгой	400508
40050807	of table		хоймор	400508
40050808	of pier		үзүүр	400508
